American,103.1454675297,113.54855980592,0.24879705913281,15–16,15,31,52.5,53.4,28.4,29.8,17.3,17,27.9,25.6,62.9,52.8,51.9,34.7,36.9,5.5,8.5,56.4,51.9,44.9,42.3,63.8,,,,2024,,,,-12.391687650928,72.4,69.9
"Notre Dame",101.21461351323,98.044519013902,0.59047932259684,13–20,13,33,47.6,48.2,27.9,27.4,19.1,15.2,28.4,26.7,64.8,47.5,47.8,31.8,32.5,6.6,11.6,45.1,50.2,43.3,36.8,65.2,,,,2024,,,,-7.7599101583768,74.4,71.8
Creighton,120.09004472633,96.337211399415,0.9265220549018,23–9,23,32,57.5,46.4,24.5,16.2,15.3,11.2,25.9,24.6,68,60.6,45.7,36.1,32.2,8.6,9.1,58.6,40.9,48.9,27.2,67.9,,,,2024,,,,4.4194901656904,78.1,78.7
Duke,120.47920431877,97.124771274567,0.92258708315075,24–8,24,32,55.2,49,33.8,27.6,14.3,16.9,31.8,25.9,67.8,54.4,49.1,37.7,32.6,9.8,11.8,53.8,50.7,37.4,35.5,67.9,,,,2024,,,,3.31200553922,72.2,69
"Bowling Green",101.90259193457,106.89756493045,0.36579083719111,18–13,18,31,48,51.1,35.2,27.4,16.2,16.1,30.7,25.5,68.4,50,49,29.5,36.8,6.6,9.8,42,47,34.8,34.5,68.5,,,,2024,,,,-9.4422930012976,70.8,67.4
UCLA,106.63593132079,98.532019832335,0.71278483200735,15–17,15,32,46.6,50.1,35.8,35.8,16.5,18.1,29.9,28.3,64.6,45.2,49.7,33.3,33.7,10.5,6.7,47.4,49.3,30.1,42.2,64.1,,,,2024,,,,-5.1812787276323,73.2,69.5
Pacific,94.842735804012,115.84721939096,0.091073312334765,4–26,4,30,46.5,56.3,37.1,36.4,16.9,16.1,18.8,33.2,69.1,46,58.2,31.5,35.7,5.5,9.7,58.6,51.3,36.3,39.7,69.3,,,,2024,,,,-19.115925176389,64.6,73.2
"Texas A&M",115.18945114903,99.532631442622,0.84291316980358,20–14,20,34,45.4,50.1,38.2,31.2,14.2,16.9,41.9,28,67.4,47,49.5,28.4,33.9,8.9,13.6,44.5,59.9,38.1,44.9,66.5,,,,2024,,,,0.25094084203057,70.9,70.7
"North Texas",109.53475398734,97.378654717574,0.79458714536127,16–14,16,30,50.8,47.5,29.1,40.3,17.8,19.6,33.9,31.9,62.7,47.2,46.8,37.7,32.5,9.2,11.2,43.8,46.3,38.9,36.1,62.3,,,,2024,,,,-5.814855105253,74.2,70.1
Nevada,114.28792679444,97.79910977848,0.85714326848026,25–7,25,32,53.3,48.2,46.2,34.3,15,17.3,27.5,27.2,67,52.6,49.1,36.5,31.3,11.2,6.7,58.1,54.9,33.6,41,67.8,,,,2024,,,,2.7403368893377,72.3,69.7
UTSA,106.36727307141,113.07337940252,0.33112551328475,10–21,10,31,48.3,51.9,35,34.6,15.5,13.1,32,28.9,71.2,46.9,49.8,33.4,37,10.6,13.1,52.9,51.9,44.5,37.5,71.5,,,,2024,,,,-14.652075902837,71.5,71.4
"Mississippi Valley St.",85.225161834679,116.86401883524,0.025813263378496,1–30,1,31,42.5,55.6,33,41.6,24,17.2,27.9,35.7,66.2,41.9,55.6,29.2,37,6.5,8.7,44.2,54.1,30.4,36.5,65.5,,,,2024,,,,-22.687230409528,65.8,71.4
"Gardner Webb",101.99437931585,104.63319568143,0.42708697023068,14–16,14,30,49.1,50.3,35.9,39.4,16.1,16,27.9,26.7,69.8,47.4,50,34.8,34,6.1,9.6,48.6,47,35.3,33.9,70.4,,,,2024,,,,-10.108253816075,63,71.7
"Norfolk St.",101.96890202848,107.76966849471,0.34608879225753,18–11,18,29,49.1,49.8,42.8,44.5,18.6,22.3,31.2,31.6,67.4,49.1,48.4,32.7,34.3,10.7,8.7,46.7,61.9,32.5,45.3,67.4,,,,2024,,,,-6.9176835406583,73,73.9
Chattanooga,109.02493493617,108.40870541137,0.51629037319051,19–12,19,31,54.8,49.9,30.9,27.3,17.1,14.5,27.2,28.8,68.2,56.1,47.9,35.7,35.1,9.6,9.9,49.6,48,50.5,42,67.7,,,,2024,,,,-6.8813339041332,74.9,67.9
"Georgia Southern",103.63865712062,113.24690921218,0.2651071058871,9–24,9,33,50.8,52,28.9,43.1,18.8,17.3,28.8,33.9,70.2,49.3,51.4,35.2,35.5,10.7,12.4,41.8,49.4,44.6,36.4,69.8,,,,2024,,,,-17.792793252622,73.2,70.4
"Northern Arizona",97.669739509693,110.57221010501,0.19358440493571,14–19,14,33,49.3,52.9,31.1,37.4,18.1,16.7,24.1,31.1,69.1,50.7,55.4,31.2,32,8.1,7.8,53.8,47,35.2,34,69.2,,,,2024,,,,-13.464869242704,69.6,71.6
Nebraska,116.05076245905,96.69266190648,0.89077064798055,23–10,23,33,53.2,46.3,32.4,27.7,15.9,16.4,27.8,30,69.3,52.8,45.2,35.8,31.9,7.2,10.8,57.1,52.5,44.5,41.7,69.6,,,,2024,,,,2.3866426241384,75.4,69.9
Yale,109.90121779765,100.39042030379,0.73902830743016,20–9,20,29,52.3,49.7,26.9,29,14.1,16,28.4,24,65.6,52.5,48.8,34.6,34,10,8.6,53.3,57.3,35.3,41.4,65.6,,,,2024,,,,-2.5215605090802,70.7,73.8
