Auburn,111.0794813,93.04797335,0.8846278535,20–12,20,32,49.6,45.6,35.5,39.1,18.1,19.3,33.3,32,68.7,51,46.9,31.4,28.8,13.7,8.6,55,48.7,35.4,34.2,68.4,,,,2023,,,9,1.489083013,70.2,70.5
Duke,111.3765887,93.35678735,0.8838719359,26–8,26,34,51.1,46.3,30.8,24.1,18.2,16.6,36.2,25.9,65.7,51.4,46.7,33.6,30.4,12,9.6,56.4,47.9,35.4,35.1,66,,,,2023,,,5,4.261821528,77,76.5
Kansas St.,110.4715502,92.91425879,0.8797886645,23–9,23,32,51.5,47.5,37,36.7,20,20.7,31.1,29.2,70.7,51.8,48.8,34,30.1,7.7,10.6,64,56,36.3,36.8,70.7,,,,2023,,,3,4.731826305,75,69.2
Utah St.,115.9957247,97.65521639,0.878603107,25–8,25,33,55.6,47.8,35.5,30.2,17.4,15.8,27.4,24.8,69.1,54.1,45.9,38.5,34.3,8.7,7.5,62.3,46.9,42.1,33.8,69.5,,,,2023,,,10,3.872876267,76.7,74.2
TCU,110.5455893,93.29624802,0.8755505558,21–12,21,33,50.2,47.8,33.9,29.7,17.1,21.9,32.4,30.7,70.9,51.9,49.1,30.6,30.4,12.5,10.1,58.6,55.9,29.4,35,70.5,,,,2023,,,6,2.632312989,70.1,71.1
Virginia,110.088741,93.7020414,0.8645279417,25–7,25,32,51.3,48.3,34.5,26.1,13.7,19.7,25.5,25,62.4,50.4,46.5,35.3,34,13.5,11,65.8,52.9,36.1,39.7,62.1,,,,2023,,,4,3.960212749,70.1,74.8
Kentucky,114.7257465,97.71269671,0.8636448843,21–11,21,32,51.2,48.8,32.5,29.9,17.3,16.8,38.7,25.5,66.8,50.4,48.3,35.4,33.1,10.2,5.2,55.7,47.8,30.1,35.2,66.7,,,,2023,,,6,1.965320192,70.3,74.4
Boise St.,108.5465682,92.50874853,0.8627800542,23–9,23,32,51.9,47.3,30.7,27.4,16.7,17.7,26.4,23.8,67,50.7,47.8,36,31,8.2,9.5,43,46,37.9,37.4,67.2,,,,2023,,,10,2.926673449,73.9,69.3
Florida Atlantic,111.6072321,95.2916841,0.8602656371,29–3,29,32,55,45.9,29.5,26.7,16.7,18.3,30.4,24.5,68.7,54.3,44.8,37.2,32,6.6,7.2,51,33.4,43.8,34.2,68.9,,,,2023,,,9,4.29963212,71.8,74.9
Michigan St.,111.2714005,95.11495309,0.8586581984,19–12,19,31,51.6,48.1,25.8,28.6,16.4,14.7,27.4,25.2,65.4,47.7,48.6,39.5,31.5,8.1,9.4,57.6,52.5,33.1,38.3,65.6,,,,2023,,,7,2.387101616,76.2,72.1
Rutgers,103.7221239,88.6989148,0.8580733862,19–14,19,33,47.6,45.9,28.5,28.2,17.2,21.7,32,27.6,66.3,47.6,46.1,31.8,30.5,12.6,9.4,59.4,57,30.3,43.1,66.7,,,,2023,,,,-1.214368474,70.2,68.7
Indiana,112.3585684,96.10399659,0.8577882485,22–11,22,33,53.8,47.3,30.1,30.6,16.9,16.3,28,27.9,68.5,53.2,45.7,37,33.2,13.5,7.3,54.2,48.1,26.3,38.2,68.8,,,,2023,,,4,3.34951896,71.2,70.5
Oklahoma St.,106.3311992,91.04726221,0.8562602615,18–15,18,33,49.3,45.9,32.9,31.5,20.7,19.1,31.9,28.3,68.4,51,44.7,31.1,31.8,13.7,7.4,51.6,52.9,39.4,38,68.3,,,,2023,,,,0.4671349763,69.4,74.8
Maryland,111.2836294,95.37564359,0.854951632,21–12,21,33,51.1,47.9,33.8,27.8,16.2,18.4,30.2,27.2,64.5,52,47.7,33,32.1,9.9,9.9,46.3,48.1,37.5,31.7,65.4,,,,2023,,,8,0.802236542,73.9,72.7
Northwestern,106.4307136,91.93925181,0.8433292078,21–11,21,32,47.2,48.4,29.7,31.6,14.8,21.7,28.3,27.3,65.4,46.5,46.6,32.1,33.9,13.5,10.1,55,61,41.2,42.4,65.7,,,,2023,,,7,1.509076531,75.1,67.7
Ohio St.,115.333888,100.0285893,0.8371693212,16–19,16,35,52,48.9,26.6,28.1,16.1,15.9,31.5,28.6,65.9,50.6,49.3,36.8,32.1,10.2,7.1,43.2,49.1,31.7,36.7,66.8,,,,2023,,,,-3.122255533,73.9,72.3
Iowa,118.8364232,103.191942,0.835250786,19–13,19,32,51.9,53.3,32.6,23.4,14.1,18.5,32.2,27.6,69.6,52.1,52.6,34.3,36.6,8.5,8.8,58.1,50.9,37.4,32.2,70.3,,,,2023,,,8,0.1921119764,73.9,74.4
Penn St.,115.2535902,100.1462843,0.8342127373,22–13,22,35,55.5,49.2,21.4,25.9,13.7,13.1,18.8,25.1,64.5,53.5,48.8,38.5,33.3,6,9.6,52.7,56.1,47.4,37.5,65.3,,,,2023,,,10,1.351323006,73.8,70.4
North Carolina,110.7251001,96.22120703,0.8340502869,20–13,20,33,49.2,48.7,37,26.3,15.2,14.9,30.4,23.3,69.4,50.8,48.4,31.1,33,9.3,9.2,45.4,41.9,37.7,32,69.6,,,,2023,,,,-0.7935626672,74.2,70.8
Miami FL,116.741033,101.644441,0.8309658915,25–7,25,32,55,51.3,30,24.1,16.4,18.1,32,29,69,54.9,51.8,36.8,33.6,8.8,8.4,51.6,53.2,34.6,37.7,69.5,,,,2023,,,5,3.452944908,77.6,74.5
Liberty,110.7125917,96.46533292,0.8297942269,23–8,23,31,55.8,49.5,25.8,27.8,16,19.4,25.8,20.1,65.2,56.7,47.6,36.5,35.1,6.1,8.7,57.9,42.1,48.6,37.1,64.9,,,,2023,,,,-1.768049891,72.3,72.8
Illinois,108.8308967,94.858517,0.8292329847,20–12,20,32,51.6,46.9,33.8,29.6,18.2,18.6,32.3,26.8,69.3,55.3,45.3,30.9,33.6,14,8.1,46.6,44.7,41.9,30.9,70.4,,,,2023,,,9,0.6606901,68,70.2
North Carolina St.,112.5729671,98.13916537,0.8289173155,23–10,23,33,51.8,49.8,25.3,34,13.6,19.1,30.7,26.6,69.9,51.5,50.6,34.9,32.2,12.1,6.4,45,44.9,37.6,33.5,70.1,,,,2023,,,11,0.8938152545,72,73.4
New Mexico,114.541294,99.9096176,0.828025635,21–11,21,32,53,50.4,39.5,29,15.7,17.6,28.3,27.3,71.6,52.7,50.8,35.9,33.2,10,6.8,46.8,52.3,26.9,39.4,72.3,,,,2023,,,,-0.2055034277,74.4,70.4
USC,110.8017654,96.73539828,0.8265366691,22–10,22,32,51.3,45.2,33.8,29.8,18.1,18.1,29,33,68.4,51.1,42.4,34.5,33.4,13.7,7.8,51.7,56.3,33,37.4,68.9,,,,2023,,,10,2.058146169,74.4,71.9
Oregon,112.6478803,98.42421186,0.8252413833,19–14,19,33,51.1,48.4,31.2,24.7,18.2,16.5,32.8,25.9,66.2,53.3,46,31.9,35,13.1,7.1,51.7,51,39,37.2,66.8,,,,2023,,,,-0.2489421565,70.9,76.3
Cincinnati,110.6290567,96.68086079,0.8248883268,20–12,20,32,51.7,47.7,25.8,29.3,15.1,17.1,30.2,27.5,69.6,50.7,47.8,35.5,31.5,9.6,7.5,55.2,49.7,40.2,30.7,69.2,,,,2023,,,,-1.35764057,70,74.4
Oklahoma,109.4382148,95.70145866,0.8238214595,15–17,15,32,52.4,48,30.1,30.1,20,15.5,23.7,27.2,66.4,52.2,48.5,35.1,31.2,7.5,9.9,53.3,42.9,37.4,30.7,65.8,,,,2023,,,,-1.223467704,73.5,70.3
Washington St.,110.318246,96.87442688,0.8167479887,17–16,17,33,50.4,49.6,28.2,28.5,18.5,16.5,31.8,25.9,64.6,46.6,50.4,36.9,31.9,7.2,8,49.6,48,43.1,32,64.9,,,,2023,,,,-2.904910831,71.8,68.7
Texas Tech,109.5503632,96.20238175,0.8167075415,16–16,16,32,52.3,48.9,34.8,28.4,19.9,19.9,32.1,30.1,68.9,52.6,49.1,34.5,32.4,8.7,10.1,49.7,54.5,36.8,42.8,68.1,,,,2023,,,,-2.137546489,72.2,71.1
Michigan,110.6724725,97.31597707,0.814427165,17–15,17,32,51.2,47.8,30.8,26.2,14.8,14.8,25.4,26.1,67.4,50.8,47.8,34.6,31.9,11.7,7.1,46.3,45.7,37.6,33.6,68.3,,,,2023,,,,-2.013112744,70.3,69.7
Missouri,117.5590126,103.4780516,0.8126284587,24–9,24,33,55.1,52.3,29.5,35.2,16,24.3,26.8,37.3,70.2,55.9,51.7,36.1,35.4,8.4,6.7,56.5,57.7,43.3,44.1,70,,,,2023,,,11,3.989213072,75.8,75.2
North Texas,107.0778839,94.26002391,0.8124854771,24–7,24,31,51.1,45.3,32.2,41.2,19.9,20.2,33.8,27.5,59.3,49.3,45.1,35.7,30.6,9.2,7.4,48.5,41.5,40.6,34.5,59.2,,,,2023,,,,0.8183738416,76.3,69.8
Providence,114.2521036,100.8041805,0.8084728543,21–11,21,32,51.5,50,36.8,25.5,16.9,16.9,35.2,26.7,68.4,50.9,49.6,35.1,33.9,11.5,9.6,53.4,48.2,31.6,33.9,67.7,,,,2023,,,11,0.9517929016,74.5,74.4
Utah,106.4929763,94.00487682,0.8075894211,17–15,17,32,48.9,45,29.2,24.4,18,15.2,31.3,27.4,66.5,48.4,44.9,33.3,30.2,10,10.6,57.8,53.5,37.6,35.1,66.9,,,,2023,,,,-3.26759611,70.8,66.2
UAB,111.1838508,98.21767671,0.806275397,24–9,24,33,50.8,47.9,36.6,30.7,17.4,19.5,35.7,28.8,70.7,49,47,36.5,32.9,11.3,9.1,49.7,48.3,32.2,37.4,71.6,,,,2023,,,,-0.9234834462,73.2,72.3
Nevada,108.935698,96.27585477,0.8054501003,21–10,21,31,50.5,49,39.5,31.4,15.2,18.7,22.9,25.1,66.2,50.3,49.3,33.8,32.5,9.7,8.5,58.1,52.9,37.4,42.2,66.7,,,,2023,,,11,1.382243702,79.2,73.7
Mississippi St.,102.4938702,90.59034672,0.8052970815,21–12,21,33,46.9,46.2,34.6,27.6,19.3,22,35.2,29,65,50.5,46.2,26.6,30.8,11.3,7.9,59.1,58.6,34.5,44,64.4,,,,2023,,,11,0.7877504341,64.7,71.9
UCF,108.2380212,95.77451129,0.8032710502,18–14,18,32,50.6,48.2,29.7,33.4,19.4,21.6,33.9,31,65.9,48.1,49,35.9,31.3,11.4,8.9,56.8,53.5,42.4,38.7,65.1,,,,2023,,,,-3.42417534,77.1,72.8
Drake,108.2350074,95.87724084,0.8012645448,26–7,26,33,53.1,47.3,28.8,26.7,15.5,17.7,24.3,22.4,66.7,51.9,47.5,36.7,31.2,7.1,6.5,49.1,44,36.3,38.4,67.1,,,,2023,,,12,-0.1861199162,77.1,69.9
Clemson,109.554165,97.06498403,0.8009020119,23–10,23,33,54.4,47.4,30.7,30.8,16.3,16.6,23.5,24.5,68.1,53.6,45.8,36.9,33.2,9,7.6,53.9,48.9,40.1,40.4,68.7,,,,2023,,,,-0.476071455,79,73.1
